title,authors,abstract,pdf_url,year,label
Reward-rational (implicit) choice: A unifying formalism for reward learning,,,https://papers.nips.cc/paper_files/paper/2020/file/2f10c1578a0706e06b6d7db6f0b4a6af-Paper.pdf,2020,Other
PAC-Bayes Learning Bounds for Sample-Dependent Priors,,,https://papers.nips.cc/paper_files/paper/2020/file/2e85d72295b67c5b649290dfbf019285-Paper.pdf,2020,Other
Influence-Augmented Online Planning for Complex Environments,,,https://papers.nips.cc/paper_files/paper/2020/file/2e6d9c6052e99fcdfa61d9b9da273ca2-Paper.pdf,2020,Other
Probabilistic Time Series Forecasting with Shape and Temporal Diversity,,,https://papers.nips.cc/paper_files/paper/2020/file/2f2b265625d76a6704b08093c652fd79-Paper.pdf,2020,Other
Memory Based Trajectory-conditioned Policies for Learning from Sparse Rewards,,,https://papers.nips.cc/paper_files/paper/2020/file/2df45244f09369e16ea3f9117ca45157-Paper.pdf,2020,Other
Continual Deep Learning by Functional Regularisation of Memorable Past,,,https://papers.nips.cc/paper_files/paper/2020/file/2f3bbb9730639e9ea48f309d9a79ff01-Paper.pdf,2020,Other
Distance Encoding: Design Provably More Powerful Neural Networks for Graph Representation Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/2f73168bf3656f697507752ec592c437-Paper.pdf,2020,Other
Fast Fourier Convolution,,,https://papers.nips.cc/paper_files/paper/2020/file/2fd5d41ec6cfab47e32164d5624269b1-Paper.pdf,2020,Other
Low Distortion Block-Resampling with Spatially Stochastic Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/2f380b99d45812a211da102c04dc1ddb-Paper.pdf,2020,Other
Learning Structured Distributions From Untrusted Batches: Faster and Simpler,,,https://papers.nips.cc/paper_files/paper/2020/file/305ddad049f65a2c241dbb6e6f746c54-Paper.pdf,2020,Optimization
Hierarchical Quantized Autoencoders,,,https://papers.nips.cc/paper_files/paper/2020/file/309fee4e541e51de2e41f21bebb342aa-Paper.pdf,2020,Deep Learning
Higher-Order Certification For Randomized Smoothing,,,https://papers.nips.cc/paper_files/paper/2020/file/300891a62162b960cf02ce3827bb363c-Paper.pdf,2020,Optimization
Unsupervised Learning of Dense Visual Representations,,,https://papers.nips.cc/paper_files/paper/2020/file/3000311ca56a1cb93397bc676c0b7fff-Paper.pdf,2020,Computer Vision
Diversity can be Transferred: Output Diversification for White- and Black-box Attacks,,,https://papers.nips.cc/paper_files/paper/2020/file/30da227c6b5b9e2482b6b221c711edfd-Paper.pdf,2020,Other
Temporal Positive-unlabeled Learning for Biomedical Hypothesis Generation via Risk Estimation,,,https://papers.nips.cc/paper_files/paper/2020/file/310614fca8fb8e5491295336298c340f-Paper.pdf,2020,Other
POLY-HOOT: Monte-Carlo Planning in Continuous Space MDPs with Non-Asymptotic Analysis,,,https://papers.nips.cc/paper_files/paper/2020/file/30de24287a6d8f07b37c716ad51623a7-Paper.pdf,2020,Reinforcement Learning
Variational Policy Gradient Method for Reinforcement Learning with General Utilities,,,https://papers.nips.cc/paper_files/paper/2020/file/30ee748d38e21392de740e2f9dc686b6-Paper.pdf,2020,Reinforcement Learning
Privacy Amplification via Random Check-Ins,,,https://papers.nips.cc/paper_files/paper/2020/file/313f422ac583444ba6045cd122653b0e-Paper.pdf,2020,Other
Efficient Low Rank Gaussian Variational Inference for Neural Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/310cc7ca5a76a446f85c1a0d641ba96d-Paper.pdf,2020,Optimization
Probabilistic Circuits for Variational Inference in Discrete Graphical Models,,,https://papers.nips.cc/paper_files/paper/2020/file/31784d9fc1fa0d25d04eae50ac9bf787-Paper.pdf,2020,Other
Labelling unlabelled videos from scratch with multi-modal self-supervision,,,https://papers.nips.cc/paper_files/paper/2020/file/31fefc0e570cb3860f2a6d4b38c6490d-Paper.pdf,2020,Computer Vision
Your Classifier can Secretly Suffice Multi-Source Domain Adaptation,,,https://papers.nips.cc/paper_files/paper/2020/file/3181d59d19e76e902666df5c7821259a-Paper.pdf,2020,Deep Learning
A Non-Asymptotic Analysis for Stein Variational Gradient Descent,,,https://papers.nips.cc/paper_files/paper/2020/file/3202111cf90e7c816a472aaceb72b0df-Paper.pdf,2020,Optimization
Robust Meta-learning for Mixed Linear Regression with Small Batches,,,https://papers.nips.cc/paper_files/paper/2020/file/3214a6d842cc69597f9edf26df552e43-Paper.pdf,2020,Optimization
AvE: Assistance via Empowerment,,,https://papers.nips.cc/paper_files/paper/2020/file/30de9ece7cf3790c8c39ccff1a044209-Paper.pdf,2020,Reinforcement Learning
Randomized tests for high-dimensional regression: A more efficient and powerful solution,,,https://papers.nips.cc/paper_files/paper/2020/file/3261769be720b0fefbfffec05e9d9202-Paper.pdf,2020,Other
Learning Representations from Audio-Visual Spatial Alignment,,,https://papers.nips.cc/paper_files/paper/2020/file/328e5d4c166bb340b314d457a208dc83-Paper.pdf,2020,Other
Bayesian Deep Learning and a Probabilistic Perspective of Generalization,,,https://papers.nips.cc/paper_files/paper/2020/file/322f62469c5e3c7dc3e58f5a4d1ea399-Paper.pdf,2020,Other
Towards More Practical Adversarial Attacks on Graph Neural Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/32bb90e8976aab5298d5da10fe66f21d-Paper.pdf,2020,Other
Causal Shapley Values: Exploiting Causal Knowledge to Explain Individual Predictions of Complex Models,,,https://papers.nips.cc/paper_files/paper/2020/file/32e54441e6382a7fbacbbbaf3c450059-Paper.pdf,2020,Other
Generative View Synthesis: From Single-view Semantics to Novel-view Images,,,https://papers.nips.cc/paper_files/paper/2020/file/3295c76acbf4caaed33c36b1b5fc2cb1-Paper.pdf,2020,Other
Unsupervised Learning of Object Landmarks via Self-Training Correspondence,,,https://papers.nips.cc/paper_files/paper/2020/file/32508f53f24c46f685870a075eaaa29c-Paper.pdf,2020,Other
On the training dynamics of deep networks with $L_2$ regularization,,,https://papers.nips.cc/paper_files/paper/2020/file/32fcc8cfe1fa4c77b5c58dafd36d1a98-Paper.pdf,2020,Other
Multi-Task Reinforcement Learning with Soft Modularization,,,https://papers.nips.cc/paper_files/paper/2020/file/32cfdce9631d8c7906e8e9d6e68b514b-Paper.pdf,2020,Other
Improved Algorithms for Convex-Concave Minimax Optimization,,,https://papers.nips.cc/paper_files/paper/2020/file/331316d4efb44682092a006307b9ae3a-Paper.pdf,2020,Other
Deep Variational Instance Segmentation,,,https://papers.nips.cc/paper_files/paper/2020/file/3341f6f048384ec73a7ba2e77d2db48b-Paper.pdf,2020,Other
Learning Implicit Functions for Topology-Varying Dense 3D Shape Correspondence,,,https://papers.nips.cc/paper_files/paper/2020/file/335cd1b90bfa4ee70b39d08a4ae0cf2d-Paper.pdf,2020,Other
Hierarchically Organized Latent Modules for Exploratory Search in Morphogenetic Systems,,,https://papers.nips.cc/paper_files/paper/2020/file/33a5435d4f945aa6154b31a73bab3b73-Paper.pdf,2020,Other
Delay and Cooperation in Nonstochastic Linear Bandits,,,https://papers.nips.cc/paper_files/paper/2020/file/33c5f5bff65aa05a8cd3e5d2597f44ae-Paper.pdf,2020,Other
AI Feynman 2.0: Pareto-optimal symbolic regression exploiting graph modularity,,,https://papers.nips.cc/paper_files/paper/2020/file/33a854e247155d590883b93bca53848a-Paper.pdf,2020,Other
Probabilistic Orientation Estimation with Matrix Fisher Distributions,,,https://papers.nips.cc/paper_files/paper/2020/file/33cc2b872dfe481abef0f61af181dfcf-Paper.pdf,2020,Other
Deep Multimodal Fusion by Channel  Exchanging,,,https://papers.nips.cc/paper_files/paper/2020/file/339a18def9898dd60a634b2ad8fbbd58-Paper.pdf,2020,Other
Reverse-engineering recurrent neural network solutions to a hierarchical inference task for mice,,,https://papers.nips.cc/paper_files/paper/2020/file/30f0641c041f03d94e95a76b9d8bd58f-Paper.pdf,2020,Other
Minimax Dynamics of Optimally Balanced Spiking Networks of Excitatory and Inhibitory Neurons,,,https://papers.nips.cc/paper_files/paper/2020/file/33cf42b38bbcf1dd6ba6b0f0cd005328-Paper.pdf,2020,Other
Towards Deeper Graph Neural Networks with Differentiable Group Normalization,,,https://papers.nips.cc/paper_files/paper/2020/file/33dd6dba1d56e826aac1cbf23cdcca87-Paper.pdf,2020,Other
Telescoping Density-Ratio Estimation,,,https://papers.nips.cc/paper_files/paper/2020/file/33d3b157ddc0896addfb22fa2a519097-Paper.pdf,2020,Other
Stochastic Optimization for Performative Prediction,,,https://papers.nips.cc/paper_files/paper/2020/file/33e75ff09dd601bbe69f351039152189-Paper.pdf,2020,Other
Learning Differentiable Programs with Admissible Neural Heuristics,,,https://papers.nips.cc/paper_files/paper/2020/file/342285bb2a8cadef22f667eeb6a63732-Paper.pdf,2020,Other
Domain Adaptation as a Problem of Inference on Graphical Models,,,https://papers.nips.cc/paper_files/paper/2020/file/3430095c577593aad3c39c701712bcfe-Paper.pdf,2020,Optimization
Network size and size of the weights in memorization with two-layers neural networks,,,https://papers.nips.cc/paper_files/paper/2020/file/34609bdc08a07ace4e1526bbb1777673-Paper.pdf,2020,Deep Learning
Improved guarantees and a multiple-descent curve for Column Subset Selection and the Nystrom method,,,https://papers.nips.cc/paper_files/paper/2020/file/342c472b95d00421be10e9512b532866-Paper.pdf,2020,Optimization
Certifying Strategyproof Auction Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/3465ab6e0c21086020e382f09a482ced-Paper.pdf,2020,Other
Strongly local p-norm-cut algorithms for semi-supervised learning and local graph clustering,,,https://papers.nips.cc/paper_files/paper/2020/file/3501672ebc68a5524629080e3ef60aef-Paper.pdf,2020,Optimization
Deep Direct Likelihood Knockoffs,,,https://papers.nips.cc/paper_files/paper/2020/file/350a7f5ee27d22dbe36698b10930ff96-Paper.pdf,2020,Optimization
HOI Analysis: Integrating and Decomposing Human-Object Interaction,,,https://papers.nips.cc/paper_files/paper/2020/file/3493894fa4ea036cfc6433c3e2ee63b0-Paper.pdf,2020,Computer Vision
Decision-Making with Auto-Encoding Variational Bayes,,,https://papers.nips.cc/paper_files/paper/2020/file/357a6fdf7642bf815a88822c447d9dc4-Paper.pdf,2020,Other
Attribution Preservation in Network Compression for Reliable Network Interpretation,,,https://papers.nips.cc/paper_files/paper/2020/file/35adf1ae7eb5734122c84b7a9ea5cc13-Paper.pdf,2020,Deep Learning
Feature Importance Ranking for Deep Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/36ac8e558ac7690b6f44e2cb5ef93322-Paper.pdf,2020,Deep Learning
Causal Estimation with Functional Confounders,,,https://papers.nips.cc/paper_files/paper/2020/file/36dcd524971019336af02550264b8a08-Paper.pdf,2020,Other
A new inference approach for training shallow and deep generalized linear models of noisy interacting neurons,,,https://papers.nips.cc/paper_files/paper/2020/file/356dc40642abeb3a437e7e06f178701c-Paper.pdf,2020,Deep Learning
"Hausdorff Dimension, Heavy Tails, and Generalization in Neural Networks",,,https://papers.nips.cc/paper_files/paper/2020/file/37693cfc748049e45d87b8c7d8b9aacd-Paper.pdf,2020,Deep Learning
Neural Dynamic Policies for End-to-End Sensorimotor Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/354ac345fd8c6d7ef634d9a8e3d47b83-Paper.pdf,2020,Reinforcement Learning
Model Inversion Networks for Model-Based Optimization,,,https://papers.nips.cc/paper_files/paper/2020/file/373e4c5d8edfa8b74fd4b6791d0cf6dc-Paper.pdf,2020,Optimization
Continual Learning of Control Primitives : Skill Discovery via Reset-Games,,,https://papers.nips.cc/paper_files/paper/2020/file/3472ab80b6dff70c54758fd6dfc800c2-Paper.pdf,2020,Reinforcement Learning
Certifying Confidence via Randomized Smoothing,,,https://papers.nips.cc/paper_files/paper/2020/file/37aa5dfc44dddd0d19d4311e2c7a0240-Paper.pdf,2020,Other
Robust Optimization for Fairness with Noisy Protected Groups,,,https://papers.nips.cc/paper_files/paper/2020/file/37d097caf1299d9aa79c2c2b843d2d78-Paper.pdf,2020,Other
Learning Physical Constraints with Neural Projections,,,https://papers.nips.cc/paper_files/paper/2020/file/37bc5e7fb6931a50b3464ec66179085f-Paper.pdf,2020,Other
Neural Path Features and Neural Path Kernel : Understanding the role of gates in deep learning,,,https://papers.nips.cc/paper_files/paper/2020/file/37f76c6fe3ab45e0cd7ecb176b5a046d-Paper.pdf,2020,Other
Noise-Contrastive Estimation for Multivariate Point Processes,,,https://papers.nips.cc/paper_files/paper/2020/file/37e7897f62e8d91b1ce60515829ca282-Paper.pdf,2020,Other
Exact expressions for double descent and implicit regularization via surrogate random design,,,https://papers.nips.cc/paper_files/paper/2020/file/37740d59bb0eb7b4493725b2e0e5289b-Paper.pdf,2020,Other
Multiscale Deep Equilibrium Models,,,https://papers.nips.cc/paper_files/paper/2020/file/3812f9a59b634c2a9c574610eaba5bed-Paper.pdf,2020,Other
A Game-Theoretic Analysis of the Empirical Revenue Maximization Algorithm with Endogenous Sampling,,,https://papers.nips.cc/paper_files/paper/2020/file/37e79373884f0f0b70b5cb91fb947148-Paper.pdf,2020,Other
Meta-Neighborhoods,,,https://papers.nips.cc/paper_files/paper/2020/file/35464c848f410e55a13bb9d78e7fddd0-Paper.pdf,2020,Other
Second Order PAC-Bayesian Bounds for the Weighted Majority Vote,,,https://papers.nips.cc/paper_files/paper/2020/file/386854131f58a556343e056f03626e00-Paper.pdf,2020,Other
Dirichlet Graph Variational Autoencoder,,,https://papers.nips.cc/paper_files/paper/2020/file/38a77aa456fc813af07bb428f2363c8d-Paper.pdf,2020,Other
Modeling Task Effects on Meaning Representation in the Brain via Zero-Shot MEG Prediction,,,https://papers.nips.cc/paper_files/paper/2020/file/38a8e18d75e95ca619af8df0da1417f2-Paper.pdf,2020,Other
Counterfactual Vision-and-Language Navigation: Unravelling the Unseen,,,https://papers.nips.cc/paper_files/paper/2020/file/39016cfe079db1bfb359ca72fcba3fd8-Paper.pdf,2020,Other
Robust Quantization: One Model to Rule Them All,,,https://papers.nips.cc/paper_files/paper/2020/file/3948ead63a9f2944218de038d8934305-Paper.pdf,2020,Other
Federated Accelerated Stochastic Gradient Descent,,,https://papers.nips.cc/paper_files/paper/2020/file/39d0a8908fbe6c18039ea8227f827023-Paper.pdf,2020,Other
Robust Density Estimation under Besov IPM Losses,,,https://papers.nips.cc/paper_files/paper/2020/file/39d4b545fb02556829aab1db805021c3-Paper.pdf,2020,Other
Sparse Graphical Memory for Robust Planning,,,https://papers.nips.cc/paper_files/paper/2020/file/385822e359afa26d52b5b286226f2cea-Paper.pdf,2020,Other
Enabling certification of verification-agnostic networks via memory-efficient semidefinite programming,,,https://papers.nips.cc/paper_files/paper/2020/file/397d6b4c83c91021fe928a8c4220386b-Paper.pdf,2020,Other
An analytic theory of shallow networks dynamics for hinge loss classification,,,https://papers.nips.cc/paper_files/paper/2020/file/3a01fc0853ebeba94fde4d1cc6fb842a-Paper.pdf,2020,Other
Fixed-Support Wasserstein Barycenters: Computational Hardness and Fast Algorithm,,,https://papers.nips.cc/paper_files/paper/2020/file/3a029f04d76d32e79367c4b3255dda4d-Paper.pdf,2020,Other
Adam with Bandit Sampling for Deep Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/3a077e8acfc4a2b463c47f2125fdfac5-Paper.pdf,2020,Deep Learning
Learning to Orient Surfaces by Self-supervised Spherical CNNs,,,https://papers.nips.cc/paper_files/paper/2020/file/3a0772443a0739141292a5429b952fe6-Paper.pdf,2020,Computer Vision
Statistical Efficiency of Thompson Sampling for Combinatorial Semi-Bandits,,,https://papers.nips.cc/paper_files/paper/2020/file/3a4496776767aaa99f9804d0905fe584-Paper.pdf,2020,Reinforcement Learning
Agnostic Learning of a Single Neuron with Gradient Descent,,,https://papers.nips.cc/paper_files/paper/2020/file/3a37abdeefe1dab1b30f7c5c7e581b93-Paper.pdf,2020,Optimization
Analytic Characterization of the Hessian in Shallow ReLU Models: A Tale of Symmetry,,,https://papers.nips.cc/paper_files/paper/2020/file/3a61ed715ee66c48bacf237fa7bb5289-Paper.pdf,2020,Deep Learning
Parabolic Approximation Line Search for DNNs,,,https://papers.nips.cc/paper_files/paper/2020/file/3a30be93eb45566a90f4e95ee72a089a-Paper.pdf,2020,Optimization
Sub-sampling for Efficient Non-Parametric Bandit Exploration,,,https://papers.nips.cc/paper_files/paper/2020/file/3ab6be46e1d6b21d59a3c3a0b9d0f6ef-Paper.pdf,2020,Reinforcement Learning
Learning under Model Misspecification: Applications to Variational and Ensemble methods,,,https://papers.nips.cc/paper_files/paper/2020/file/3ac48664b7886cf4e4ab4aba7e6b6bc9-Paper.pdf,2020,Optimization
Towards practical differentially private causal graph discovery,,,https://papers.nips.cc/paper_files/paper/2020/file/3b13b1eb44b05f57735764786fab9c2c-Paper.pdf,2020,Other
Language Through a Prism: A Spectral Approach for Multiscale Language Representations,,,https://papers.nips.cc/paper_files/paper/2020/file/3acb2a202ae4bea8840224e6fce16fd0-Paper.pdf,2020,NLP
Independent Policy Gradient Methods for Competitive Reinforcement Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/3b2acfe2e38102074656ed938abf4ac3-Paper.pdf,2020,Reinforcement Learning
Generative causal explanations of black-box classifiers,,,https://papers.nips.cc/paper_files/paper/2020/file/3a93a609b97ec0ab0ff5539eb79ef33a-Paper.pdf,2020,Other
DVERGE: Diversifying Vulnerabilities for Enhanced Robust Generation of Ensembles,,,https://papers.nips.cc/paper_files/paper/2020/file/3ad7c2ebb96fcba7cda0cf54a2e802f5-Paper.pdf,2020,Other
The Value Equivalence Principle for Model-Based Reinforcement Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/3bb585ea00014b0e3ebe4c6dd165a358-Paper.pdf,2020,Reinforcement Learning
Latent World Models For Intrinsically Motivated Exploration,,,https://papers.nips.cc/paper_files/paper/2020/file/3c09bb10e2189124fdd8f467cc8b55a7-Paper.pdf,2020,Reinforcement Learning
Estimating Rank-One Spikes from Heavy-Tailed Noise via Self-Avoiding Walks,,,https://papers.nips.cc/paper_files/paper/2020/file/3c0de3fec9ab8a3df01109251f137119-Paper.pdf,2020,Other
Structured Convolutions for Efficient Neural Network Design,,,https://papers.nips.cc/paper_files/paper/2020/file/3be0214185d6177a9aa6adea5a720b09-Paper.pdf,2020,Other
Learning of Discrete Graphical Models with Neural Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/3cc697419ea18cc98d525999665cb94a-Paper.pdf,2020,Other
Training Generative Adversarial Networks by Solving Ordinary Differential Equations,,,https://papers.nips.cc/paper_files/paper/2020/file/3c8f9a173f749710d6377d3150cf90da-Paper.pdf,2020,Other
Policy Improvement via Imitation of Multiple Oracles,,,https://papers.nips.cc/paper_files/paper/2020/file/3c56fe2f24038c4d22b9eb0aca78f590-Paper.pdf,2020,Other
Entrywise convergence of iterative methods for eigenproblems,,,https://papers.nips.cc/paper_files/paper/2020/file/3d8e03e8b133b16f13a586f0c01b6866-Paper.pdf,2020,Other
RepPoints v2: Verification Meets Regression for Object Detection,,,https://papers.nips.cc/paper_files/paper/2020/file/3ce3bd7d63a2c9c81983cc8e9bd02ae5-Paper.pdf,2020,Other
Gradient Estimation with Stochastic Softmax Tricks,,,https://papers.nips.cc/paper_files/paper/2020/file/3df80af53dce8435cf9ad6c3e7a403fd-Paper.pdf,2020,Other
Self-supervised Co-Training for Video Representation Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/3def184ad8f4755ff269862ea77393dd-Paper.pdf,2020,Other
A Catalyst Framework for Minimax Optimization,,,https://papers.nips.cc/paper_files/paper/2020/file/3db54f5573cd617a0112d35dd1e6b1ef-Paper.pdf,2020,Other
SLIP: Learning to predict in unknown dynamical systems with long-term memory,,,https://papers.nips.cc/paper_files/paper/2020/file/3e91970f771a2c473ae36b60d1146068-Paper.pdf,2020,Other
Meta-Learning Requires Meta-Augmentation,,,https://papers.nips.cc/paper_files/paper/2020/file/3e5190eeb51ebe6c5bbc54ee8950c548-Paper.pdf,2020,Other
Improving GAN Training with Probability Ratio Clipping and Sample Reweighting,,,https://papers.nips.cc/paper_files/paper/2020/file/3eb46aa5d93b7a5939616af91addfa88-Paper.pdf,2020,Other
Bayesian Bits: Unifying Quantization and Pruning,,,https://papers.nips.cc/paper_files/paper/2020/file/3f13cf4ddf6fc50c0d39a1d5aeb57dd8-Paper.pdf,2020,Other
Gaussian Process Bandit Optimization of the Thermodynamic Variational Objective,,,https://papers.nips.cc/paper_files/paper/2020/file/3f2dff7862a70f97a59a1fa02c3ec110-Paper.pdf,2020,Other
On Testing of Samplers,,,https://papers.nips.cc/paper_files/paper/2020/file/3f1656d9668dffcf8119e3ecff873558-Paper.pdf,2020,Other
MiniLM: Deep Self-Attention Distillation for Task-Agnostic Compression of Pre-Trained Transformers,,,https://papers.nips.cc/paper_files/paper/2020/file/3f5ee243547dee91fbd053c1c4a845aa-Paper.pdf,2020,Other
Optimal Epoch Stochastic Gradient Descent Ascent Methods for Min-Max Optimization,,,https://papers.nips.cc/paper_files/paper/2020/file/3f8b2a81da929223ae025fcec26dde0d-Paper.pdf,2020,Other
Graph Contrastive Learning with Augmentations,,,https://papers.nips.cc/paper_files/paper/2020/file/3fe230348e9a12c13120749e3f9fa4cd-Paper.pdf,2020,Other
Gradient Surgery for Multi-Task Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/3fe78a8acf5fda99de95303940a2420c-Paper.pdf,2020,Other
Bayesian Probabilistic Numerical Integration with Tree-Based Models,,,https://papers.nips.cc/paper_files/paper/2020/file/3fe94a002317b5f9259f82690aeea4cd-Paper.pdf,2020,Other
Woodbury Transformations for Deep Generative Flows,,,https://papers.nips.cc/paper_files/paper/2020/file/3fb04953d95a94367bb133f862402bce-Paper.pdf,2020,Other
Graph Meta Learning via Local Subgraphs,,,https://papers.nips.cc/paper_files/paper/2020/file/412604be30f701b1b1e3124c252065e6-Paper.pdf,2020,Other
Stochastic Deep Gaussian Processes over Graphs,,,https://papers.nips.cc/paper_files/paper/2020/file/415e1af7ea95f89f4e375162b21ae38c-Paper.pdf,2020,Deep Learning
Bayesian Causal Structural Learning with Zero-Inflated Poisson Bayesian Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/4175a4b46a45813fccf4bd34c779d817-Paper.pdf,2020,Other
Evaluating Attribution for Graph Neural Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/417fbbf2e9d5a28a855a11894b2e795a-Paper.pdf,2020,Deep Learning
On Second Order Behaviour in Augmented Neural ODEs,,,https://papers.nips.cc/paper_files/paper/2020/file/418db2ea5d227a9ea8db8e5357ca2084-Paper.pdf,2020,Deep Learning
Deep learning versus kernel learning: an empirical study of loss landscape geometry and the time evolution of the Neural Tangent Kernel,,,https://papers.nips.cc/paper_files/paper/2020/file/405075699f065e43581f27d67bb68478-Paper.pdf,2020,Deep Learning
Neuron Shapley: Discovering the Responsible Neurons,,,https://papers.nips.cc/paper_files/paper/2020/file/41c542dfe6e4fc3deb251d64cf6ed2e4-Paper.pdf,2020,Deep Learning
GPU-Accelerated Primal Learning for Extremely Fast Large-Scale Classification,,,https://papers.nips.cc/paper_files/paper/2020/file/41e7637e7b6a9f27a98b84d3a185c7c0-Paper.pdf,2020,Optimization
Random Reshuffling is Not Always Better,,,https://papers.nips.cc/paper_files/paper/2020/file/42299f06ee419aa5d9d07798b56779e2-Paper.pdf,2020,Optimization
Model Agnostic Multilevel Explanations,,,https://papers.nips.cc/paper_files/paper/2020/file/426f990b332ef8193a61cc90516c1245-Paper.pdf,2020,Other
Stochastic Normalizing Flows,,,https://papers.nips.cc/paper_files/paper/2020/file/41d80bfc327ef980528426fc810a6d7a-Paper.pdf,2020,Deep Learning
Revisiting Parameter Sharing for Automatic Neural Channel Number Search,,,https://papers.nips.cc/paper_files/paper/2020/file/42cd63cb189c30ed03e42ce2c069566c-Paper.pdf,2020,Deep Learning
Differentially-Private Federated Linear Bandits,,,https://papers.nips.cc/paper_files/paper/2020/file/4311359ed4969e8401880e3c1836fbe1-Paper.pdf,2020,Reinforcement Learning
Is Plug-in Solver Sample-Efficient for Feature-based Reinforcement Learning?,,,https://papers.nips.cc/paper_files/paper/2020/file/43207fd5e34f87c48d584fc5c11befb8-Paper.pdf,2020,Reinforcement Learning
NeuMiss networks: differentiable programming for supervised learning with missing values.,,,https://papers.nips.cc/paper_files/paper/2020/file/42ae1544956fbe6e09242e6cd752444c-Paper.pdf,2020,Deep Learning
Deep Graph Pose: a semi-supervised deep graphical model for improved animal pose tracking,,,https://papers.nips.cc/paper_files/paper/2020/file/4379cf00e1a95a97a33dac10ce454ca4-Paper.pdf,2020,Deep Learning
Meta-learning from Tasks with Heterogeneous Attribute Spaces,,,https://papers.nips.cc/paper_files/paper/2020/file/438124b4c06f3a5caffab2c07863b617-Paper.pdf,2020,Deep Learning
Estimating decision tree learnability with polylogarithmic sample complexity,,,https://papers.nips.cc/paper_files/paper/2020/file/439d8c975f26e5005dcdbf41b0d84161-Paper.pdf,2020,Other
Learning Object-Centric Representations of Multi-Object Scenes from Multiple Views,,,https://papers.nips.cc/paper_files/paper/2020/file/3d9dabe52805a1ea21864b09f3397593-Paper.pdf,2020,Other
Multimodal Generative Learning Utilizing Jensen-Shannon-Divergence,,,https://papers.nips.cc/paper_files/paper/2020/file/43bb733c1b62a5e374c63cb22fa457b4-Paper.pdf,2020,Other
Sparse Symplectically Integrated Neural Networks,,,https://papers.nips.cc/paper_files/paper/2020/file/439fca360bc99c315c5882c4432ae7a4-Paper.pdf,2020,Other
Reinforcement Learning with General Value Function Approximation: Provably Efficient Approach via Bounded Eluder Dimension,,,https://papers.nips.cc/paper_files/paper/2020/file/440924c5948e05070663f88e69e8242b-Paper.pdf,2020,Other
Predicting Training Time Without Training,,,https://papers.nips.cc/paper_files/paper/2020/file/440e7c3eb9bbcd4c33c3535354a51605-Paper.pdf,2020,Other
Solver-in-the-Loop: Learning from Differentiable Physics to Interact with Iterative PDE-Solvers,,,https://papers.nips.cc/paper_files/paper/2020/file/43e4e6a6f341e00671e123714de019a8-Paper.pdf,2020,Other
How does This Interaction Affect Me? Interpretable Attribution for Feature Interactions,,,https://papers.nips.cc/paper_files/paper/2020/file/443dec3062d0286986e21dc0631734c9-Paper.pdf,2020,Other
Continuous Object Representation Networks: Novel View Synthesis without Target View Supervision,,,https://papers.nips.cc/paper_files/paper/2020/file/43a7c24e2d1fe375ce60d84ac901819f-Paper.pdf,2020,Other
Optimal Adaptive Electrode Selection to Maximize Simultaneously Recorded Neuron Yield,,,https://papers.nips.cc/paper_files/paper/2020/file/445e1050156c6ae8c082a8422bb7dfc0-Paper.pdf,2020,Other
Neurosymbolic Reinforcement Learning with Formally Verified Exploration,,,https://papers.nips.cc/paper_files/paper/2020/file/448d5eda79895153938a8431919f4c9f-Paper.pdf,2020,Other
Multi-task Batch Reinforcement Learning with Metric Learning,,,https://papers.nips.cc/paper_files/paper/2020/file/4496bf24afe7fab6f046bf4923da8de6-Paper.pdf,2020,Other
Unfolding the Alternating Optimization for Blind Super Resolution,,,https://papers.nips.cc/paper_files/paper/2020/file/3d2d8ccb37df977cb6d9da15b76c3f3a-Paper.pdf,2020,Other
Learning Physical Graph Representations from Visual Scenes,,,https://papers.nips.cc/paper_files/paper/2020/file/4324e8d0d37b110ee1a4f1633ac52df5-Paper.pdf,2020,Other
Learning Kernel Tests Without Data Splitting,,,https://papers.nips.cc/paper_files/paper/2020/file/44f683a84163b3523afe57c2e008bc8c-Paper.pdf,2020,Other
Boundary thickness and robustness in learning models,,,https://papers.nips.cc/paper_files/paper/2020/file/44e76e99b5e194377e955b13fb12f630-Paper.pdf,2020,Other
Demixed shared component analysis of neural population data from multiple brain areas,,,https://papers.nips.cc/paper_files/paper/2020/file/44ece762ae7e41e3a0b1301488907eaa-Paper.pdf,2020,Other
